Số ĐKKD/MST,Tên công ty,Địa chỉ,Ngày thành lập,Ngày hoạt động,Trạng thái,Điện thoại,Người đại diện,Loại hình DN,Cập nhật lần cuối
0314982607-002,CHI NHÁNH 2 CÔNG TY TNHH TÀI NGUYÊN DOANH NGHIỆP G.E - KHO CHỨA HÀNG,"Số 189, Ấp 1B, Xã Thanh Phú, Huyện Bến Lức, Long An",07/05/2024,07/05/2024,Đang Hoạt Động,0902668277,Nguyễn Văn Hoàn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 20/05/2024."
1102056758,CÔNG TY TNHH STARRY VIETNAM,"Lô B2, Đường Dọc 3, Kcn Phú An Thạnh, Xã An Thạnh, Huyện Bến Lức, Long An",04/05/2024,06/05/2024,Đang Hoạt Động,0914390676,Brian Dlugash,Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 18/07/2024."
1102056638,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MÔI TRƯỜNG KHANG MỘC,"Thửa Đất Số 353, Tờ Bản Đồ Số 21, Ấp 3B, Xã Phước Lợi, Huyện Bến Lức, Long An",03/05/2024,03/05/2024,Đang Hoạt Động,0988848339,Trịnh Văn Tuấn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 03/07/2024."
1102056677,CÔNG TY TNHH SẢN XUẤT XUẤT NHẬP KHẨU THƯƠNG MẠI DỊCH VỤ NGUYÊN THỊNH,"Số 29A, Khu 1, Ấp Chánh, Xã Long Hiệp, Huyện Bến Lức, Long An",03/05/2024,03/05/2024,Đang Hoạt Động,0938090852,Nguyễn Thị Hồng Ngọc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 20/05/2024."
1102056236,CÔNG TY TNHH MỸ PHẨM LETRANS,"Thửa Đất 2855 Tờ Bản Đồ 02, Quốc Lộ 1A, Ấp 4, Xã Mỹ Yên, Huyện Bến Lức, Long An",27/04/2024,27/04/2024,Đang Hoạt Động,0982887676,Lê Vũ Trường,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102056363,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ KỸ THUẬT Ô TÔ TRƯỜNG PHÁT,"Thửa 179,180 Dt 830 Ấp 10, Xã Lương Hòa, Huyện Bến Lức, Long An",26/04/2024,26/04/2024,Đang Hoạt Động,0888708889,Lê Hoàng Đông,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/05/2024."
1102056451,CÔNG TY TNHH PHƯỚC LONG 247,"12 Đường 2A, Khu Dân Cư Nam Long, Ấp 4, Xã An Thạnh, Huyện Bến Lức, Long An",26/04/2024,01/05/2024,Đang Hoạt Động,0908098488,Nguyễn Quang Tú Anh,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/05/2024."
1102056469,CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ - VẬN TẢI - XUẤT NHẬP KHẨU PHÂN BÓN GOLD STAR VINA,"Số 14 Đường Số 1, Kdc Đường 10, Ấp Tấn Long, Xã Thanh Phú, Huyện Bến Lức, Long An",26/04/2024,26/04/2024,Đang Hoạt Động,0394644022,Bùi Văn Phương,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/05/2024."
0317337482-001,CHI NHÁNH - CÔNG TY TNHH SẢN XUẤT ĐẦU TƯ THƯƠNG MẠI PHONG THỦY,"288 Đường N2, Ấp 4, Xã Thạnh Lợi, Huyện Bến Lức, Long An",25/04/2024,25/04/2024,Đang Hoạt Động,0777735492,Lâm Tuấn Khang,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/05/2024."
1102056204,CÔNG TY TNHH SẢN XUẤT - XUẤT NHẬP KHẨU VÀ THƯƠNG MẠI CALLI VIET BABAR,"101 A3 Nguyễn Văn Siêu, Ấp Tấn Long, Xã Thanh Phú, Huyện Bến Lức, Long An",25/04/2024,25/04/2024,Ngừng Hoạt Động,0938206423,Nguyễn Thị Thanh Tâm,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 10/10/2024."
0317247937-002,CHI NHÁNH -CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU BẢO KHANG,"288 Đường N2, Ấp 4, Xã Thạnh Lợi, Huyện Bến Lức, Long An",24/04/2024,24/04/2024,Đang Hoạt Động,0931 213 465,Lâm Tuấn Tú,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
0304701430-007,CHI NHÁNH LONG AN - CÔNG TY CỔ PHẦN DỆT TQT,"Số 275 Quốc Lộ 1A, Ấp Voi Lá, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",24/04/2024,24/04/2024,Đang Hoạt Động,0903351087,Tất Diệu Hoa,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 07/10/2024."
1102023576-001,VĂN PHÒNG ĐẠI DIỆN CÔNG TY TNHH HUỲNH PHÚC NGỌC,"Số 59A, Quốc Lộ 1A, Xã Mỹ Yên, Huyện Bến Lức, Long An",24/04/2024,24/04/2024,Đang Hoạt Động,0852855745 - 0939320,Huỳnh Hồng Phúc,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102055994,CÔNG TY TNHH HUMANLINKER,"Số Nhà 82, Ấp 3, Xã Thạnh Lợi, Huyện Bến Lức, Long An",23/04/2024,23/04/2024,Đang Hoạt Động,0969320760,Võ Thị Trang,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/05/2024."
1102055828,CÔNG TY TNHH MTV VẬN TẢI THÚY VY,"Thửa Đất Số 5549, Tờ Bản Đồ Số 2, Ấp 5, Xã Mỹ Yên, Huyện Bến Lức, Long An",22/04/2024,22/04/2024,Đang Hoạt Động,0969149399,Cao Hồng Thúy,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102055874,CÔNG TY TNHH MÀN RÈM CỬA AN GIA PHÁT,"Thửa 149, Tờ Bản Đồ Số 1, Chợ Bình Nhựt, Xã Nhựt Chánh, Huyện Bến Lức, Long An",22/04/2024,22/04/2024,Đang Hoạt Động,0945806917,Đỗ Thị Thoại Yến,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102055835,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THÀNH NGUYỄN,"Thửa Đất Số 756, Tờ Bản Đồ Số 14, Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",22/04/2024,22/04/2024,Đang Hoạt Động,078 2468 109,Nguyễn Thị Như Tuyết,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
0318168491-001,CHI NHÁNH CÔNG TY TNHH BỆNH VIỆN SÀI GÒN MTV - PHÒNG KHÁM ĐA KHOA SÀI GÒN WATERPOINT,"Lô Mc5, Khu Đô Thị Waterpoint, Xã An Thạnh, Huyện Bến Lức, Long An",22/04/2024,22/04/2024,Đang Hoạt Động,N/A,Đàm Nguyên Kiều Diễm,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 20/05/2024."
1102055641,CÔNG TY TNHH THANH XUÂN LONG AN,"Số 66, Ấp 1, Xã Nhựt Chánh, Huyện Bến Lức, Long An",19/04/2024,19/04/2024,Đang Hoạt Động,0373202310,Lê Quan Thái,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102055634,CÔNG TY TNHH YẾN SÀO BẢY DƯƠNG,"Số 06, Ấp Kênh Ngay, Xã Bình Đức, Huyện Bến Lức, Long An",19/04/2024,01/06/2024,Đang Hoạt Động,0962452059,Lê Minh Tới,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102055761,CÔNG TY TNHH VÌ SỨC KHỎE THÁI MINH,"12 Phan Văn Mãng, Khu Phố 7, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",19/04/2024,19/04/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0922 699 926,Đặng Thị Thu Trang,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 23/09/2024."
0310061757-034,VĂN PHÒNG ĐẠI DIỆN TẠI LONG AN CÔNG TY TNHH ELKEN INTERNATIONAL VIỆT NAM,"Số 384 Quốc Lộ 1A, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",16/04/2024,16/04/2024,Đang Hoạt Động,0949800176,Hoàng Ngọc Thúy,Công Ty TNHH MTV Đầu Tư Nước Ngoài,"Cập nhật lần cuối
ngày 16/04/2024."
1102055497,CÔNG TY TNHH PHƯỚC THÀNH BL,"144 Nguyễn Văn Tuôi, Khu Phố 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",16/04/2024,16/04/2024,Đang Hoạt Động,0913958465,Nguyễn Văn Út Thành,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 17/04/2024."
1102055352,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU MINH NHẬT,"Số Nhà 154A Khu 2, Ấp 9, Xã Lương Hòa, Huyện Bến Lức, Long An",12/04/2024,12/04/2024,Đang Hoạt Động,0968333377,Hồ Văn Dũng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/06/2024."
1102055296,CÔNG TY TNHH TÙNG MỸ LONG AN,"Thửa Đất Số 392, Tờ Bản Đồ Số 30, Ấp 1B, Xã Thanh Phú, Huyện Bến Lức, Long An",12/04/2024,12/04/2024,Đang Hoạt Động,02836222120,Lê Anh Tuấn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102055306,CÔNG TY TNHH XUẤT NHẬP KHẨU PHAN KHẢI,"Thửa Đất Số 1557 , Tờ Bản Đồ Số 2 , Ấp 4, Xã Mỹ Yên, Huyện Bến Lức, Long An",12/04/2024,12/04/2024,Đang Hoạt Động,039 290 0107,Phan Văn Khải,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
3703202615,CÔNG TY TNHH KIẾN TRÚC KIM THANH,"Số 57A Nguyễn Văn Tiếp, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",11/04/2024,11/04/2024,Đang Hoạt Động,0923677887,Nguyễn Thanh Duy,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/06/2024."
1102055169,CÔNG TY TNHH TRUNG TÂM ÂM NHẠC TUỆ TÂM,"Thửa 1423, Tờ Bản Đồ Số 3, Đường Số 1, Ấp 1, Khu Dân Cư Mỹ Y, Xã Mỹ Yên, Huyện Bến Lức, Long An",11/04/2024,11/04/2024,Đang Hoạt Động,0387613249,Trần Ngọc Sang,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102055031,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC TẾ LIN DA VIỆT NAM,"Số 237, Ấp Chánh, Xã Long Hiệp, Huyện Bến Lức, Long An",11/04/2024,11/04/2024,Đang Hoạt Động,0971454041,Trần Tuấn Tây,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102054976,CÔNG TY TNHH THT WIN,"Số 6A, Trần Thế Sinh, Khu Phố 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",10/04/2024,10/04/2024,Đang Hoạt Động,0394498889,Nguyễn Đoàn Thuận Hòa,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/07/2024."
1102054888,CÔNG TY TNHH PHÚC TÂM NGỌC,"303 Quốc Lộ 1A, Khu Phố 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/04/2024,09/04/2024,Đang Hoạt Động,0937525577,Huỳnh Hữu Chơn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102054782,CÔNG TY TNHH DỊCH VỤ PHƯỚC PHƯỚC ĐẠT,"Số 607, Tổ 8, Đường Long Bình, Ấp Phước Tỉnh, Xã Long Hiệp, Huyện Bến Lức, Long An",09/04/2024,09/04/2024,Đang Hoạt Động,0816816479,Phạm Thị Kim Qui,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102054895,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THỊNH HƯNG HẢI PHÒNG,"Thửa Đất Số 48, 49 Phan Văn Mảng, Khu Phố 8, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/04/2024,10/04/2024,Đang Hoạt Động,0906879868,Vũ Mạnh Tiến,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102054888,CÔNG TY TNHH PHÚC TÂM NGỌC,"303 Quốc Lộ 1A, Khu Phố 10, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/04/2024,09/04/2024,Đang Hoạt Động,0937525577,Huỳnh Hữu Chơn,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102054711,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ XÂY DỰNG NGUYÊN THUẬN,"Số 8 Đường Nguyễn Trung Trực, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",09/04/2024,09/04/2024,Đang Hoạt Động,02726598053,Chao Yi Kung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
1102054623,CÔNG TY TNHH TMDV NHẤT THIÊN ANH,"Số 09, Ấp 01, Xã Tân Hòa, Huyện Bến Lức, Long An",05/04/2024,05/04/2024,Đang Hoạt Động,0947246354,Trịnh Thị Kim Anh,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/05/2024."
1101967613-001,CHI NHÁNH - CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CÔNG NGHIỆP TL AN PHÁT,"Thửa 169, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",05/04/2024,05/04/2024,Đang Hoạt Động,0347933737,Trần Thị Diễm Trang,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 06/05/2024."
1102054503,CÔNG TY TNHH SẢN XUẤT VÀ PHÁT TRIỂN THƯƠNG MẠI HOÀNG AN PHÁT,"Số 10 Nguyễn Minh Trung, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",04/04/2024,04/04/2024,Đang Hoạt Động,0588900609,Nguyễn Hoàng An,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 05/04/2024."
1102051478-001,CHI NHÁNH - CÔNG TY TNHH TM&DV XNK ĐẠI PHÁT LỘC,"Số 70/2, Ấp 3, Xã An Thạnh, Huyện Bến Lức, Long An",01/04/2024,01/04/2024,Đang Hoạt Động,N/A,Nguyễn Ngọc Lợi,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 06/05/2024."
0318376685,CÔNG TY TNHH CÔNG NGHỆ VÀ GIÁO DỤC GIA MINH,"Số 037 Đường Ấp 7, Xã Lương Hòa, Huyện Bến Lức, Long An",28/03/2024,28/03/2024,Đang Hoạt Động,0903 622 119,Trần Thị Kim Liên,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 23/09/2024."
1102053965,CÔNG TY TNHH THƯƠNG MẠI HOA PHAN GCL,"82 Âp 1A, Xã Thanh Phú, Huyện Bến Lức, Long An",27/03/2024,27/03/2024,Đang Hoạt Động,0961702479,Đặng Thị Mỹ Diệu,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 20/08/2024."
1102053806,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG TẤN HÙNG PHÁT,"Thửa Đất Số 3177, Tờ Bản Đồ Số 4, Ấp 5, Xã Tân Bửu, Huyện Bến Lức, Long An",25/03/2024,25/03/2024,Đang Hoạt Động,0971564459,Dương Thanh Hùng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/04/2024."
1102053588,CÔNG TY TNHH TMDV KỸ THUẬT KIM LONG,"Số 55, Ấp 2, Xã Mỹ Yên, Huyện Bến Lức, Long An",22/03/2024,22/03/2024,Đang Hoạt Động,0399949235,Trần Tấn Nghị,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/04/2024."
1102053612,CÔNG TY TNHH TM - DV XÂY LẮP ĐIỆN NGỌC ÂN,"Thửa 4364, Tbđ Số 2, Ấp Long Bình, Xã Long Hiệp, Huyện Bến Lức, Long An",22/03/2024,22/03/2024,Đang Hoạt Động,036 22 59 617,Nguyễn Hoài Ân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 22/03/2024."
0302565140-019,CHI NHÁNH CÔNG TY TNHH ĐÔNG Y DƯỢC SÀI GÒN - PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN TRƯỜNG SINH 9,"Thửa Đất Số 59, Tờ Bản Đồ Số 15, Ấp 5, Xã An Thạnh, Huyện Bến Lức, Long An",22/03/2024,22/03/2024,Đang Hoạt Động,N/A,Đặng Thị Kim Phụng,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 12/04/2024."
1102053429,CÔNG TY TNHH KINH DOANH DỊCH VỤ PRIMROSE,"149A Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",21/03/2024,21/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0776439608,Nguyễn Như Băng,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 16/07/2024."
1102053549,CÔNG TY TNHH DỊCH VỤ BẢO VỆ TUẤN THĂNG LONG,"Số 100 Đường Nguyễn Văn Tiếp, Khu Phố 3, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",21/03/2024,21/03/2024,Đang Hoạt Động,0931245390,Hồ Hoàng Hiếu,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 12/04/2024."
1102053436,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ PETUNIA,"17 Ấp 10, Xã Lương Hòa, Huyện Bến Lức, Long An",21/03/2024,21/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0776514193,Nguyễn Thu Hiền,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 19/09/2024."
3502517566,CÔNG TY TNHH PHÁT TRIỂN QUỐC TẾ ĐỨC VŨ VIỆT NAM,"Lô B4Ab, Đường 04 Khu Công Nghiệp Phúc Long, Xã Long Hiệp, Huyện Bến Lức, Long An",19/03/2024,19/03/2024,Đang Hoạt Động,0825687666,Phạm Thị Thanh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 25/07/2024."
1102052880,CÔNG TY TNHH THIẾT BỊ DU LỊCH VĂN HÓA DARK HORSE VIỆT NAM,"Thửa Đất Số 493,1034 Tờ Bản Đồ Số 12, Ấp Chánh, Xã Long Hiệp, Huyện Bến Lức, Long An",18/03/2024,18/03/2024,Đang Hoạt Động,0987500952,Phan Phước Hậu,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 14/08/2024."
1102053066,"CÔNG TY TNHH THƯƠNG MẠI, DỊCH VỤ VÀ VẬN TẢI HƯNG THỊNH PHÁT L.A","123 Ấp 3, Xã Nhựt Chánh, Huyện Bến Lức, Long An",18/03/2024,18/03/2024,Đang Hoạt Động,0933115960,Nguyễn Thị Hồng Nhan,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/04/2024."
1102052993,CÔNG TY TNHH NEWTECH LONG AN,"206 Đường Phan Văn Mảng, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",18/03/2024,18/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,093704832,Nguyễn Kim Hoàn,Công Ty TNHH 2 TV Trở Lên Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 23/09/2024."
0315712628-001,CHI NHÁNH CÔNG TY TNHH MỘC LAM ĐIỀN,"Số 164 Nguyễn Văn Siêu, Ấp Tấn Long, Xã Thanh Phú, Huyện Bến Lức, Long An",18/03/2024,18/03/2024,Đang Hoạt Động,0914855579,Lê Hồng Quân,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/04/2024."
1102052753,CÔNG TY TNHH KINH DOANH DỊCH VỤ LEILANI,"160/1 Ấp 1A, Xã An Thạnh, Huyện Bến Lức, Long An",15/03/2024,15/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0776678413,Ngô Thị Mỹ Hà,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 30/05/2024."
1102052802,CÔNG TY TNHH KINH DOANH DỊCH VỤ MARYAM,"Số 24 Ấp 10, Tổ 15, Xã Lương Hòa, Huyện Bến Lức, Long An",15/03/2024,15/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0776871494,Ngô Thị Hồng Nhung,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 07/08/2024."
1102052841,CÔNG TY TNHH KINH DOANH DỊCH VỤ JESSAMINE,"Số 73/1 Ấp 3, Xã An Thạnh, Huyện Bến Lức, Long An",15/03/2024,15/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0776151264,Nguyễn Thị Huỳnh Như,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 18/09/2024."
1102052778,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ CAMELLIA,"Số 159/1 Ấp 1A, Xã An Thạnh, Huyện Bến Lức, Long An",15/03/2024,15/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0776183401,Trương Chí Cường,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 18/09/2024."
1102052792,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MAGNOLIA VN,"Số 130B/1 Ấp 1A, Xã An Thạnh, Huyện Bến Lức, Long An",15/03/2024,15/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0776240395,Lê Thị Thúy Anh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 27/06/2024."
1102014395-001,CHI NHÁNH CÔNG TY CỔ PHẦN CHẾ BIẾN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ ĐÔNG TRÙNG HẠ THẢO HP LONG AN,"Số 233, Phan Văn Mảng, Khu Phố 9, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",14/03/2024,14/03/2024,Đang Hoạt Động,0908306325,Lê Viết Phương,Công Ty Cổ Phần Ngoài Quốc Doanh (100% Vốn Tư Nhân),"Cập nhật lần cuối
ngày 02/05/2024."
1102052584,CÔNG TY TNHH CÔNG NGHỆ KỸ THUẬT MÔI TRƯỜNG AN VIỆT,"Số 170, Khu 2, Ấp Chợ, Xã Phước Lợi, Huyện Bến Lức, Long An",14/03/2024,14/03/2024,Đang Hoạt Động,0924257506,Nguyễn Văn Cường,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 05/06/2024."
1102052344,CÔNG TY TNHH TM PHÂN BÓN HẠT NGỌC VÀNG,"Nhà Số 100 Đường H11, Khu Đô Thị Water Point, Xã An Thạnh, Huyện Bến Lức, Long An",12/03/2024,12/03/2024,Đang Hoạt Động,0339845919,Lê Duy Khánh,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 27/03/2024."
1102051911,CÔNG TY TNHH XUẤT NHẬP KHẨU VIETON,"A3-32 Trần Anh Riverside, Đường Nguyễn Văn Tuôi, Khu Phố 6, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",11/03/2024,11/03/2024,Đang Hoạt Động,0385377096,Đoàn Thanh Nhi,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 27/03/2024."
1102052055,CÔNG TY TRÁCH NHIỆM HỮU HẠN MTV AUTO CARE NGUYÊN,"Thửa Đất Số 3128,3127, Tờ Bản Đồ Số 1, Kdc Gò Đen, Ấp 4, Xã Phước Lợi, Huyện Bến Lức, Long An",11/03/2024,11/03/2024,Ngừng Hoạt Động,0912345719,Đinh Quốc Nguyên,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 20/05/2024."
1102051887,CÔNG TY TNHH KINH DOANH XÂY DỰNG - VẬT TƯ TRƯỜNG AN PHÁT,"Số 239/1 Nguyễn Văn Siêu, Ấp Tấn Long, Xã Thanh Phú, Huyện Bến Lức, Long An",08/03/2024,08/03/2024,Không Hoạt Động Tại Địa Chỉ Đã Đăng Ký,0931513520,Trương Thị An,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 14/06/2024."
0302596283-038,CHI NHÁNH CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ CẦN GIỜ - CỬA HÀNG XĂNG DẦU SỐ 27,"Thửa Đất Số 700, Tờ Bản Đồ Số 02, Ấp 3, Xã An Thạnh, Huyện Bến Lức, Long An",07/03/2024,07/03/2024,Đang Hoạt Động,N/A,Huỳnh Anh Duy,Công Ty Cổ Phần Có Vốn Tham Gia Của Nhà Nước Dưới 51% (Không Có ĐTNN),"Cập nhật lần cuối
ngày 08/03/2024."
1102051686,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIA BẢO MOBILE,"Số 34 Tổ 6, Ấp 4, Xã Lương Bình, Huyện Bến Lức, Long An",06/03/2024,06/03/2024,Ngừng Hoạt Động,0817898871,Tống Gia Bảo,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 04/10/2024."
1102051615,CÔNG TY TNHH GIA CÔNG CƠ KHÍ TÙNG LÂM,"Số Nhà 332, Quốc Lộ 1A, Thị Trấn Bến Lức, Huyện Bến Lức, Long An",06/03/2024,06/03/2024,Đang Hoạt Động,0911119233,Đỗ Thị Mai,Công Ty TNHH MTV Ngoài Quốc Doanh,"Cập nhật lần cuối
ngày 12/04/2024."
